stratum,speaker,party,datum,ft_score,base_label,text,human_label,notes
abgeordnete,Jürgen Frömmrich,BÜNDNIS 90/DIE GRÜNEN,2020-12-08,0.6456,NON_HATE,"Herr Präsident, wenn wir heute in die erste Lesung eintreten, 
können die Ausschüsse morgen tagen.",,
abgeordnete,Bijan Kaffenberger,SPD,2019-09-24,0.6397,NON_HATE,"Herr Minister, Sie scheinen sehr gut informiert zu sein. Vor 
diesem Hintergrund frage ich Sie noch, ob zu diesem Sachverhalt 
bereits Gespräche mit Mitgliedern dieses Hauses 
und Ihrem Ministerium  sei es auf Arbeits- oder Hausleitungsebene 
 geführt worden sind.",,
abgeordnete,"Angela Dorn, Ministerin für Wissenschaft und Kunst",,2021-02-02,0.6138,NON_HATE,"Es tut mir leid, ich habe den Termin nicht im Kopf, aber 
ich kann das gerne nachreichen.",,
abgeordnete,Marion Schardt-Sauer,Freie Demokraten,2022-07-14,0.6123,NON_HATE,"Ich habe gesagt: in einem fachlichen Austausch. Das können 
wir aber gerne mit dem Protokoll erörtern.",,
abgeordnete,"Prof. Dr. R. Alexander Lorz, Kultusminister",,2019-06-17,0.5846,NON_HATE,"Frau Abg. Böhm, für eine Übermittlung des entsprechenden 
Zitats wäre ich Ihnen dankbar. Entsprechende Antworten 
des Kultusministeriums sind mir nicht bekannt.",,
abgeordnete,Robert Lambrou,AfD,2022-05-11,0.5753,NON_HATE,"Sehr geehrte Frau Präsidentin, sehr verehrte Damen und 
Herren! Die grüne Abg. Kinkel hat meinem Kollegen Andreas 
Lichert direkt und indirekt Antisemitismus in seiner 
Rede vorgeworfen.",,
abgeordnete,Torsten Leveringhaus,BÜNDNIS 90/DIE GRÜNEN,2023-06-28,0.5739,NON_HATE,"Herr Rock, wollen Sie noch ein bisschen? Wir haben draußen 
einen wunderschönen Vorraum. Da kann man auch sitzen 
und sich unterhalten. Danke schön.  Ich fange einmal 
an.",,
abgeordnete,Torsten Felstehausen,DIE LINKE,2020-12-09,0.5488,NON_HATE,"Die erste bitte einzeln, der Rest kann en bloc abgestimmt 
werden.",,
abgeordnete,Alexandra Walter,fraktionslos,2019-02-07,0.5464,NON_HATE,"In Ordnung. Ich habe alles gesagt, was ich sagen wollte.  
Danke.",,
abgeordnete,Jürgen Frömmrich,BÜNDNIS 90/DIE GRÜNEN,2019-02-07,0.5339,NON_HATE,"Herr Präsident, wir würden darum bitten, die Punkte 1, 3 
und 4 dieses Antrags getrennt abzustimmen.",,
abgeordnete,"Peter Beuth, Minister des Innern und für Sport",,2020-05-26,0.5327,NON_HATE,"Die Zuordnung der Maßnahmen zu den Stadtteilen habe 
ich nicht vorliegen. Das kann ich Ihnen aber nachreichen.",,
abgeordnete,"Prof. Dr. R. Alexander Lorz, Kultusminister",,2019-10-29,0.5313,NON_HATE,"Herr Abg. Degen, Sie werden es mir bestimmt nicht übel 
nehmen, wenn ich Ihnen sage: Auch dieses Thema möchte 
ich Ihnen im nächsten Landtagswahlkampf nicht mehr 
überlassen.",,
abgeordnete,Martina Feldmayer,BÜNDNIS 90/DIE GRÜNEN,2019-09-03,0.5026,NON_HATE,"Herr Staatsminister, vielleicht können Sie sagen, wie die 
Zuwachsraten beim Thema Windkraftausbau in den letzten 
Jahren verlaufen sind.",,
praesidium,Vizepräsident Frank Lortz,,2021-09-30,0.8936,NON_HATE,"Gut. Der Vorsitzende ist ein Präsident, und Frau Wissler 
wird ebenfalls entschuldigt.  Kollege Bellino.",,
praesidium,Vizepräsident Dr. h.c. Jörg-Uwe Hahn,,2020-01-29,0.8869,NON_HATE,"Vielen herzlichen Dank.  Zu diesem Einzelplan liegen 
keine weiteren Wortmeldungen der Fraktionen vor, sodass 
ich Herrn Staatsminister Klose das Wort übergebe.",,
praesidium,Vizepräsident Dr. Ulrich Wilken,,2020-05-28,0.8868,NON_HATE,"Danke sehr, Frau Böhm.  Herr Dr. Bartelt, ich darf Ihnen 
für die CDU-Fraktion das Wort erteilen.",,
praesidium,Vizepräsident Dr. h.c. Jörg-Uwe Hahn,,2022-06-02,0.8868,NON_HATE,"Jetzt lassen wir bitte einmal den Redner sprechen, damit er 
Brutto und Netto noch irgendwie zusammenbekommt.",,
praesidium,Präsidentin Astrid Wallmann,,2023-03-21,0.8859,NON_HATE,"Vielen Dank.  Ich gebe Herrn Staatsminister Prof. Lorz 
zur Beantwortung das Wort.",,
praesidium,Präsident Boris Rhein,,2020-12-09,0.8845,NON_HATE,"Vielen Dank, Frau Kollegin Wissler. Zeitmäßig war alles 
völlig entspannt, was Sie an meiner Reaktion gemerkt haben. 
 Das Wort hat jetzt Frau Staatsministerin Dorn für 
die Landesregierung.",,
praesidium,Vizepräsident Dr. h.c. Jörg-Uwe Hahn,,2023-01-24,0.8836,NON_HATE,"Vielen Dank, Frau Kollegin.  Ich eröffne die Lesung und 
bitte Frau Kollegin Arnoldt von der CDU, dass sie als 
Erste das Wort ergreift.",,
praesidium,Vizepräsidentin Karin Müller,,,0.8829,NON_HATE,"Herr Staatsminister Lorz, ich darf Sie kurz an die verein-
barte Redezeit erinnern.",,
praesidium,Präsident Boris Rhein,,2019-09-03,0.8829,NON_HATE,"Herr Kollege Enners, herzlichen Dank.  Nächster Redner 
ist Herr Kollege Pürsün für die Fraktion der Freien Demokraten.",,
praesidium,Vizepräsidentin Heike Hofmann,,2021-03-18,0.8819,NON_HATE,"Für die Fraktion DIE LINKE bitte ich nun Frau Böhm 
nach vorne ans Rednerpult.",,
praesidium,Vizepräsident Dr. h.c. Jörg-Uwe Hahn,,2022-11-15,0.8819,NON_HATE,"Vielen Dank, Frau Kollegin Hofmann.  Als Nächster 
spricht Kollege Bauer für die Fraktion der CDU. Danach 
ist Herr Wilken dran.",,
praesidium,Präsidentin Astrid Wallmann,,2022-10-13,0.881,NON_HATE,"Vielen Dank.  Als Nächster darf ich Frau Abg. Deißler 
von den Freien Demokraten das Wort geben.",,
praesidium,Präsidentin Astrid Wallmann,,2022-12-06,0.881,NON_HATE,"Vielen Dank.  Als Nächster darf ich Frau Abg. Knell von 
den Freien Demokraten das Wort geben.",,
praesidium,Vizepräsident Dr. h.c. Jörg-Uwe Hahn,,2022-11-16,0.8805,NON_HATE,"Wir bedanken uns bei Herrn Eckert.  Es spricht jetzt FrauEisenhardt für die Fraktion der GRÜNEN. Sie ist jetzt auf 
dem Weg zum Pult und erhält dort das Wort.",,
praesidium,Vizepräsidentin Heike Hofmann,,2021-04-29,0.8803,NON_HATE,"Für DIE LINKE bitte ich nun Herrn Schalauske nach vorne 
ans Rednerpult.",,
praesidium,Vizepräsidentin Karin Müller,,2019-04-04,0.8799,NON_HATE,"Herr Abg. Rock, auch mit Bonus müssten Sie allmählich 
zum Ende kommen.",,
praesidium,Präsident Boris Rhein,,2021-04-28,0.8798,NON_HATE,"Lieber Kollege Bamberger, Ihnen verzeihe ich alles. Vielen 
herzlichen Dank.  Nächste Rednerin ist die Vorsitzende 
der Fraktion DIE LINKE, die Kollegin Janine Wissler.",,
praesidium,Vizepräsident Dr. h.c. Jörg-Uwe Hahn,,2019-05-23,0.8794,NON_HATE,"Vielen Dank, Kollege Müller.  Es gibt keine weiteren 
Wortmeldungen aus den Fraktionen, sodass Frau Staatsministerin 
Kühne-Hörmann nunmehr das Wort ergreifen darf.",,
praesidium,Präsidentin Astrid Wallmann,,2022-12-06,0.8794,NON_HATE,"Vielen Dank.  Als Nächstem darf ich Herrn Abg. Kahnt 
das Wort geben.",,
praesidium,Präsident Boris Rhein,,2019-09-24,0.8793,NON_HATE,"Frau Staatsministerin, herzlichen Dank.  Eignung, Leistung 
und Befähigung bringen jetzt Frau Kollegin Schardt-
Sauer dazu, eine Zusatzfrage zu stellen. Bitte schön.",,
praesidium,Vizepräsidentin Heike Hofmann,,2020-05-27,0.879,NON_HATE,"Als Nächsten darf ich Herrn Hering von der CDU ans Rednerpult 
bitten.",,
praesidium,Vizepräsidentin Heike Hofmann,,2020-10-01,0.8788,NON_HATE,"Bevor der Minister übernimmt, darf ich nun Herrn Lichert 
von der AfD ans Rednerpult bitten.",,
praesidium,Präsident Boris Rhein,,2019-04-04,0.8788,NON_HATE,"Ich muss Sie an die Redezeit erinnern, Herr Kollege 
Frömmrich.",,
praesidium,Vizepräsidentin Heike Hofmann,,2023-03-22,0.8787,NON_HATE,"Bitte unterlassen Sie die Zwischenrufe, damit die Rednerin 
fortfahren kann.",,
praesidium,Vizepräsidentin Heike Hofmann,,2021-03-18,0.8787,NON_HATE,Für die AfD darf ich nun Herrn Gaw nach vorne bitten.,,
praesidium,Präsident Boris Rhein,,2022-02-22,0.8785,NON_HATE,"Vielen Dank.  Nächste Zusatzfrage, Frau Kollegin Geis, 
bitte schön.",,
praesidium,Vizepräsidentin Heike Hofmann,,2019-12-12,0.878,NON_HATE,"Für eine kurze Wortmeldung darf ich Herrn Rock, den 
Fraktionsvorsitzenden der FDP, nach vorn bitten.",,
praesidium,Präsident Boris Rhein,,2021-09-28,0.8779,NON_HATE,"Vielen herzlichen Dank, Frau Ministerin.  Die nächste 
Zusatzfrage stellt der Kollege Dr. Grobe.",,
praesidium,Vizepräsidentin Heike Hofmann,,2019-09-05,0.8778,NON_HATE,"Als Nächste darf ich Frau Wissler, die Fraktionsvorsitzende 
der LINKEN, nach vorne bitten.",,
praesidium,Vizepräsidentin Heike Hofmann,,2021-03-18,0.8774,NON_HATE,"Als Nächste darf ich Frau Papst-Dippel von der AfD nach 
vorn bitten.",,
praesidium,Vizepräsident Dr. Ulrich Wilken,,2021-11-11,0.8773,NON_HATE,"Herr Schulz, ich muss Sie trotz der Heiterkeit im Raum bitten, 
zum Schluss Ihrer Rede zu kommen.",,
praesidium,Vizepräsidentin Heike Hofmann,,2022-03-30,0.8771,NON_HATE,"Vielen Dank. Das war fast eine Punktlandung.  Nun darf 
ich Frau Böhm von den LINKEN ans Rednerpult bitten.",,
praesidium,Vizepräsidentin Heike Hofmann,,2019-12-12,0.8767,NON_HATE,"Vielen Dank.  Für die FDP darf ich Herrn Promny nach 
vorne bitten.",,
praesidium,Vizepräsidentin Karin Müller,,2022-05-12,0.8767,NON_HATE,"Herr Abg. Dr. Naas, lassen Sie eine Zwischenfrage zu? 

(Dr. Stefan Naas (Freie Demokraten): Von wem 
denn?) 

 Von dem Abg. Felstehausen.",,
praesidium,Präsidentin Astrid Wallmann,,2023-02-14,0.8767,NON_HATE,"Ich darf nun den Vorsitzenden der Fraktion der Freien Demokraten, 
Herrn René Rock, ans Rednerpult bitten.",,
praesidium,Vizepräsident Dr. Ulrich Wilken,,2023-07-20,0.8767,NON_HATE,"Danke, Herr Rock.  Frau Anders, Sie haben Gelegenheit, 
zu antworten.",,
praesidium,Vizepräsidentin Heike Hofmann,,2021-03-18,0.8762,NON_HATE,"Als Nächste darf ich nun Frau Ravensburg von der CDU 
nach vorne bitten.",,
praesidium,Vizepräsidentin Heike Hofmann,,2019-12-13,0.8761,NON_HATE,"Für die Freien Demokraten darf ich Herrn Müller ans Rednerpult 
bitten.",,
praesidium,Vizepräsidentin Heike Hofmann,,2020-05-06,0.8761,NON_HATE,"Als Nächsten darf ich Herrn Reul von der CDU nach vorne 
bitten.",,
praesidium,Vizepräsidentin Heike Hofmann,,2022-09-21,0.8761,NON_HATE,"Als Nächsten darf ich Herrn Richter von der AfD nach 
vorne bitten.",,
praesidium,Präsident Boris Rhein,,2020-05-26,0.876,NON_HATE,"Danke schön, Herr Minister.  Gibt es Zusatzfragen?  
Kollege Warnecke, bitte schön.",,
praesidium,Vizepräsidentin Heike Hofmann,,2020-10-01,0.8759,NON_HATE,"Für die SPD-Fraktion darf ich die Vorsitzende, Frau Faeser, 
nach vorne bitten.",,
praesidium,Vizepräsidentin Karin Müller,,2020-10-01,0.8759,NON_HATE,"Einen kleinen Moment, bitte.  Ich bitte um ein bisschen 
mehr Ruhe, damit man dem Redner zuhören kann.",,
praesidium,Vizepräsident Frank Lortz,,2021-03-18,0.8759,NON_HATE,"Vielen Dank, Herr Kollege.  Das Wort hat Frau Abg. 
Förster-Heldmann. Hildegard, bitte.",,
praesidium,Vizepräsidentin Heike Hofmann,,2020-06-23,0.8758,NON_HATE,"Als Nächsten darf ich den Vorsitzenden der Fraktion der 
Freien Demokraten, Herrn René Rock, ans Rednerpult bitten.",,
praesidium,Vizepräsidentin Heike Hofmann,,2021-09-29,0.8757,NON_HATE,Für DIE LINKE bitte ich nun Herrn Schalauske ans Rednerpult.,,
praesidium,Vizepräsidentin Karin Müller,,2022-09-21,0.8756,NON_HATE,"Herr Ministerpräsident, bei aller Begeisterung darf ich Sie 
an die verabredete Redezeit erinnern.",,
praesidium,Vizepräsidentin Heike Hofmann,,2019-09-04,0.8756,NON_HATE,"Ich darf Herrn Schalauske von den LINKEN nach vorne 
bitten.",,
praesidium,Vizepräsidentin Karin Müller,,2023-03-21,0.8755,NON_HATE,"Herr Abg. Schauder, trotz hoher Redegeschwindigkeit ist 
Ihre Redezeit abgelaufen.",,
praesidium,Vizepräsident Frank Lortz,,2023-03-23,0.8755,NON_HATE,"Herr Kollege, gestatten Sie eine Zwischenfrage? 

(Rüdiger Holschuh (SPD): Ja, gerne!) 

 Auf gehts, Kollege Gerntke.",,
praesidium,Präsident Boris Rhein,,2019-10-31,0.875,NON_HATE,"Vielen Dank, Herr Kollege Reul.  Ich darf Herrn Staatsminister 
Dr. Schäfer für die Landesregierung das Wort erteilen.",,
praesidium,Vizepräsidentin Heike Hofmann,,2023-07-20,0.8747,NON_HATE,"Ich erteile nun dem Kultusminister, Herrn Prof. Lorz, das 
Wort.",,
praesidium,Vizepräsidentin Heike Hofmann,,2022-02-01,0.8744,NON_HATE,Für die AfD-Fraktion bitte ich jetzt Herrn Gaw ans Rednerpult.,,
praesidium,Präsidentin Astrid Wallmann,,2022-05-31,0.8743,NON_HATE,"Sehr geehrter Herr Ministerpräsident Rhein, Sie haben nun 
das Wort.",,
praesidium,Präsidentin Astrid Wallmann,,2023-09-19,0.8741,NON_HATE,"Frau Ravensburg hat das Wort. Ich würde darum bitten, 
dass man ihr jetzt wenigstens zuhört.",,
praesidium,Vizepräsidentin Heike Hofmann,,2023-02-15,0.874,NON_HATE,Für die AfD-Fraktion bitte ich nun Herrn Gagel ans Rednerpult.,,
praesidium,Vizepräsidentin Heike Hofmann,,2021-06-17,0.874,NON_HATE,Für die SPD-Fraktion bitte ich nun Herrn Eckert ans Rednerpult.,,
praesidium,Vizepräsidentin Heike Hofmann,,2021-12-08,0.874,NON_HATE,Für die AfD-Fraktion bitte ich nun Herrn Gagel ans Rednerpult.,,
praesidium,Vizepräsidentin Heike Hofmann,,2023-06-29,0.874,NON_HATE,Für die FDP-Fraktion bitte ich nun Herrn Büger ans Rednerpult.,,
praesidium,Vizepräsidentin Heike Hofmann,,2020-10-01,0.874,NON_HATE,"Für die Fraktion DIE LINKE bitte ich nun Frau Böhm ans 
Rednerpult.",,
praesidium,Vizepräsidentin Heike Hofmann,,2023-06-29,0.874,NON_HATE,"Für die AfD-Fraktion bitte ich nun Herrn Bolldorf ans 
Rednerpult.",,
praesidium,Vizepräsidentin Heike Hofmann,,2023-06-29,0.874,NON_HATE,Für die AfD-Fraktion bitte ich nun Herrn Richter ans Rednerpult.,,
praesidium,Vizepräsidentin Heike Hofmann,,2023-01-25,0.874,NON_HATE,"Für die SPD-Fraktion bitte ich nun Herrn Grumbach ans 
Rednerpult.",,
praesidium,Vizepräsidentin Heike Hofmann,,2023-03-22,0.874,NON_HATE,"Für die SPD-Fraktion bitte ich nun Frau Hartdegen ans 
Rednerpult.",,
praesidium,Vizepräsidentin Heike Hofmann,,2023-03-23,0.874,NON_HATE,Für die AfD-Fraktion bitte ich nun Herrn Lichert ans Rednerpult.,,
praesidium,Vizepräsidentin Heike Hofmann,,2022-06-02,0.8739,NON_HATE,Für die LINKEN bitte ich nun Herrn Schalauske ans Rednerpult.,,
praesidium,Vizepräsident Dr. h.c. Jörg-Uwe Hahn,,2022-06-01,0.8737,NON_HATE,"Herzlichen Dank, Kollege Stirböck.  Herr Lichert für die 
AfD, bitte.",,
praesidium,Vizepräsident Frank Lortz,,2023-01-25,0.8735,NON_HATE,"Vielen Dank.  Das Wort hat der Kollege Kaffenberger. 
Bijan, auf gehts.",,
praesidium,Präsident Boris Rhein,,2019-09-24,0.8734,NON_HATE,"Vielen Dank, Herr Staatsminister.  Gibt es Zusatzfragen? 

 Herr Kollege Kaffenberger, bitte. Sie haben das Wort.",,
praesidium,Vizepräsidentin Heike Hofmann,,2019-09-26,0.8733,NON_HATE,Nun darf ich Frau Arnoldt von der CDU nach vorne bitten.,,
praesidium,Vizepräsidentin Heike Hofmann,,2021-09-30,0.873,NON_HATE,"Für die CDU-Fraktion bitte ich nun Frau Bächle-Scholz 
ans Rednerpult.",,
praesidium,Präsident Boris Rhein,,2022-05-10,0.873,NON_HATE,"Frau Ministerin, vielen Dank.  Gibt es Zusatzfragen?  
Herr Dr. Naas.",,
praesidium,Präsidentin Astrid Wallmann,,2022-11-16,0.8727,NON_HATE,"Vielen Dank.  Als Nächstem darf ich Herrn Abg. Dr. Naas 
für die Freien Demokraten das Wort geben.",,
praesidium,Vizepräsidentin Heike Hofmann,,2022-10-13,0.8727,NON_HATE,Für die SPD-Fraktion bitte ich Frau Dr. Sommer ans Rednerpult.,,
praesidium,Vizepräsidentin Karin Müller,,2020-06-25,0.8727,NON_HATE,"Ich bitte um ein bisschen mehr Ruhe.  Frau Sönmez, ich 
bitte Sie, zügig fortzufahren.",,
praesidium,Präsident Boris Rhein,,2021-11-03,0.8726,NON_HATE,"Herr Minister, herzlichen Dank.  Der nächste Redner ist 
der Vorsitzende der Fraktion der Freien Demokraten, Herr 
Kollege René Rock.",,
praesidium,Präsident Boris Rhein,,2019-04-04,0.8725,NON_HATE,"Herr Dr. Büger, vielen Dank.  Nächste Rednerin für die 
Fraktion DIE LINKE ist die Fraktionsvorsitzende. Frau 
Wissler, bitte schön. Sie haben fünf Minuten Redezeit.",,
praesidium,Präsident Boris Rhein,,2021-05-18,0.8722,NON_HATE,"Vielen Dank.  Die nächste Zusatzfrage stellt die Kollegin 
Dr. Sommer.",,
praesidium,Vizepräsident Frank Lortz,,2020-02-19,0.8721,NON_HATE,"Lieber Herr Kollege Rock, auch für den Seligenstädter 
schlägt die Stunde. Ich bitte Sie.",,
praesidium,Vizepräsidentin Heike Hofmann,,2022-09-21,0.8719,NON_HATE,"Für die SPD-Fraktion bitte ich nun Frau Dr. Sommer ans 
Rednerpult.",,
praesidium,Vizepräsidentin Heike Hofmann,,2021-12-14,0.8719,NON_HATE,"Für die CDU-Fraktion bitte ich nun Herrn Dr. Falk ans 
Rednerpult.",,
praesidium,Vizepräsident Frank Lortz,,2019-02-27,0.8719,NON_HATE,"Kollegin Wissler, das ist ein sehr langer Schlusssatz. Ich 
würde Sie bitten, jetzt so langsam zum Schlusssatz zu 
kommen, damit der Satz einen Sinn hat. Bitte.",,
praesidium,Vizepräsident Dr. h.c. Jörg-Uwe Hahn,,2023-06-29,0.8719,NON_HATE,"Vielen Dank, Frau Kollegin. Wir nehmen dieses Geschenk 
mit Freude an.  Frau Förster-Heldmann wird als Nächste 
sprechen. Ich bitte Sie ans Mikrofon.",,
praesidium,Vizepräsidentin Heike Hofmann,,2023-06-29,0.8719,NON_HATE,"Für die CDU-Fraktion bitte ich nun Herrn Dr. Bartelt ans 
Rednerpult.",,
praesidium,Vizepräsidentin Heike Hofmann,,2022-11-17,0.8719,NON_HATE,"Für die SPD-Fraktion bitte ich nun Frau Dr. Sommer ans 
Rednerpult.",,
praesidium,Vizepräsident Dr. h.c. Jörg-Uwe Hahn,,2020-01-28,0.8712,NON_HATE,"Ich wäre ganz dankbar, wenn der Ministerpräsident trotzdem 
ausführen dürfte.",,
praesidium,Vizepräsident Frank Lortz,,2022-07-13,0.8711,NON_HATE,"Frau Kollegin Arnoldt, vielen Dank.  Das Wort erhält 
Herr Abg. Marius Weiß für die SPD-Fraktion. Marius, bitte.",,
praesidium,Vizepräsident Frank Lortz,,2022-09-22,0.8708,NON_HATE,"Herr Kollege Schenk, bitte nicht hinhängen. Ich habe genehmigt, 
dass man das mal zeigt. Aber pack es dann wieder 
ein.",,
praesidium,Vizepräsident Frank Lortz,,2022-09-22,0.8706,NON_HATE,"Vielen Dank, Frau Kollegin Heimer.  Jetzt hat die Abg. 
Lena Arnoldt, CDU-Fraktion, das Wort. Lena, bitte.",,
praesidium,Vizepräsidentin Karin Müller,,2022-11-15,0.8704,NON_HATE,"Einen kleinen Augenblick, bitte.  Ich bitte um ein bisschen 
mehr Ruhe für Abg. Bauer.",,
praesidium,Präsident Boris Rhein,,2019-09-25,0.8702,NON_HATE,"Herzlichen Dank.  Nächste Rednerin ist Kollegin Elisabeth 
Kula für die Fraktion DIE LINKE.",,
praesidium,Vizepräsident Dr. Ulrich Wilken,,2022-02-03,0.8698,NON_HATE,"Danke, Herr Innenminister.  Für die SPD-Fraktion erteile 
ich Herrn Grumbach das Wort. Wenn wir es ganz genau 
nehmen, dann hast du 15 Sekunden mehr Zeit.",,
praesidium,Präsident Boris Rhein,,2021-09-28,0.8694,NON_HATE,"Gibt es weitere Zusatzfragen?  Herr Dr. Naas, bitte schön.",,
praesidium,Vizepräsidentin Heike Hofmann,,2023-03-23,0.869,NON_HATE,"Vielen Dank, Herr Bauer.  Als Ersten bitte ich Herrn 
Felstehausen von der Fraktion DIE LINKE ans Rednerpult.",,
praesidium,Präsident Boris Rhein,,2019-04-02,0.8678,NON_HATE,"Herzlichen Dank.  Jetzt antwortet der Minister für Soziales 
und Integration. Herr Klose, bitte schön.",,
praesidium,Vizepräsidentin Karin Müller,,2021-02-02,0.8677,NON_HATE,"Frau Abg. Faeser, auch der Oppositionszuschlag ist herum, 
Sie müssten zum Ende kommen.",,
praesidium,Präsidentin Astrid Wallmann,,2023-03-21,0.8671,NON_HATE,"Vielen Dank.  Für die letztmögliche Nachfrage darf ich 
Herrn Abg. Dr. Dr. Rahn das Wort geben.",,
praesidium,Präsident Boris Rhein,,2020-02-18,0.867,NON_HATE,"Frau Kollegin, ich bedauere es sehr, aber Ihre Redezeit ist 
jetzt um.",,
praesidium,Präsident Boris Rhein,,2019-06-17,0.8668,NON_HATE,"Herzlichen Dank, Herr Minister.  Gibt es Zusatzfragen?  
Frau Kollegin Löber, bitte.",,
praesidium,Vizepräsidentin Karin Müller,,,0.8661,NON_HATE,"Herr Abg. Stirböck, das wäre ein schöner Schlusssatz ge-
wesen. Jedenfalls muss jetzt Ihr letzter Satz kommen.",,
praesidium,Vizepräsidentin Heike Hofmann,,2020-05-05,0.8658,NON_HATE,"Wenn das Rednerpult desinfiziert ist  vielen Dank , darf 
ich Herrn Schalauske von der LINKEN nach vorne bitten.",,
praesidium,Vizepräsident Dr. Ulrich Wilken,,2023-03-21,0.8649,NON_HATE,"Danke, Herr Felstehausen.  Für die FDP erteile ich Herrn 
Dr. h.c. Hahn das Wort.",,
praesidium,Vizepräsident Dr. Ulrich Wilken,,2021-11-10,0.8649,NON_HATE,"Herr Bartelt, einen Augenblick.  Meine Herren, lassen Sie 
den Redner ausreden.",,
praesidium,Präsident Boris Rhein,,2020-07-04,0.864,NON_HATE,"Liebe Kolleginnen und Kollegen, es ist entschieden zu 
laut. Herr Schalauske, ich bitte Sie jetzt, nur dem Redner 
zuzuhören.",,
praesidium,Vizepräsidentin Heike Hofmann,,2023-05-23,0.8634,NON_HATE,"Als Nächsten bitte ich nun den Fraktionslosen Herrn Kahnt 
an das Rednerpult.",,
praesidium,Vizepräsident Frank Lortz,,2019-10-30,0.8624,NON_HATE,"Jetzt kommt die Kollegin Janine Wissler. Jetzt haben drei 
Doktoren hintereinander gesprochen. Denke daran: Es ist 
die Sternstunde der Promovierten.  Du hast das Wort. Bitte 
sehr. 

1814",,
praesidium,Vizepräsidentin Heike Hofmann,,2021-11-11,0.8607,NON_HATE,Für DIE LINKE bitte ich nun Herrn Gerntke an das Rednerpult.,,
praesidium,Vizepräsidentin Karin Müller,,2023-05-24,0.8604,NON_HATE,"Einen kleinen Augenblick, Frau Heitland.  Ich bitte um 
ein bisschen mehr Ruhe.",,
praesidium,Vizepräsident Frank Lortz,,2019-10-30,0.8594,NON_HATE,"Frau Kollegin Ravensburg, vielen Dank.  Das Wort erhält 
der Sozialminister. Kai, bitte schön.",,
praesidium,Vizepräsident Dr. h.c. Jörg-Uwe Hahn,,2019-10-29,0.8584,NON_HATE,"Ich glaube, es wäre am klügsten, wenn wir uns einfach mit 
dem Thema beschäftigen würden.",,
praesidium,Vizepräsident Frank Lortz,,2023-07-19,0.8583,NON_HATE,"Herr Kollege Kummer, herzlichen Dank für den Bericht. 

 Ich eröffne die Aussprache. Der Kollege Felstehausen, 
Fraktion DIE LINKE, hat das Wort.",,
praesidium,Vizepräsidentin Karin Müller,,2023-06-29,0.8583,NON_HATE,"Das wäre ein schönes Schlusswort, Frau Abg. Feldmayer. 
Ihre Redezeit ist um.",,
praesidium,Vizepräsident Dr. h.c. Jörg-Uwe Hahn,,2022-11-15,0.8572,NON_HATE,"Auch wir bedanken uns beim Staatsminister für die Einbringung. 
 Ich eröffne die Debatte in der ersten Lesung. 
Das erste Wort hat Kollege Felstehausen.",,
praesidium,Vizepräsidentin Karin Müller,,2021-09-28,0.856,NON_HATE,"Vielen Dank, Herr Abg. Dr. h.c. Hahn.  Jetzt ist aber erst 
einmal die Abg. Kula von der Fraktion DIE LINKE dran.",,
praesidium,Vizepräsident Dr. h.c. Jörg-Uwe Hahn,,2022-10-13,0.8551,NON_HATE,"Vielen Dank.  Volker Richter für die AfD. Danach kommt 
Herr Yüksel für die SPD.",,
praesidium,Vizepräsidentin Heike Hofmann,,2023-03-23,0.8525,NON_HATE,"Für die CDU-Fraktion bitte ich nun Herrn Hofmeister nach 
vorne.",,
praesidium,Vizepräsidentin Heike Hofmann,,2021-05-20,0.8525,NON_HATE,"Für die CDU-Fraktion bitte ich nun Herrn Kasseckert nach 
vorne.",,
praesidium,Vizepräsidentin Heike Hofmann,,2023-01-26,0.8525,NON_HATE,Für die SPD-Fraktion bitte ich nun Herrn Lotz nach vorne.,,
praesidium,Vizepräsident Frank Lortz,,2019-12-11,0.8512,NON_HATE,"Vielen Dank, Kollege Gagel.  Das Wort hat Herr Dr. 
Naas, FDP-Fraktion. Er hat noch vier Minuten, wenn er sie 
braucht.",,
praesidium,Vizepräsident Dr. h.c. Jörg-Uwe Hahn,,2022-11-16,0.8501,NON_HATE,"Aber ich weise Sie dann trotzdem darauf hin, Herr Ministerpräsident.",,
praesidium,Vizepräsident Dr. Ulrich Wilken,,2022-12-07,0.8488,NON_HATE,"Einen Augenblick, bitte. Ein wenig mehr Konzentration.  
Frau Knell, ich weise auch auf die Redezeit hin.",,
praesidium,Präsident Boris Rhein,,2019-10-30,0.8463,NON_HATE,"Vielen Dank, Herr Kollege Rock.  Für die Fraktion DIE 
LINKE spricht deren Fraktionsvorsitzende, Janine Wissler.",,
praesidium,Präsident Boris Rhein,,2019-12-11,0.8455,NON_HATE,"Frau Kollegin, vielen Dank.  Nächster Redner ist Herr 
Kollege Dr. Büger für die Fraktion Freie Demokraten.",,
praesidium,Vizepräsidentin Karin Müller,,2023-01-25,0.8431,NON_HATE,"Vielen Dank, Herr Abg. Leveringhaus.  Dann darf ich 
jetzt für die Landesregierung Staatsministerin Sinemus das 
Wort geben.",,
praesidium,Vizepräsidentin Karin Müller,,2022-10-13,0.8418,NON_HATE,"Einen kleinen Augenblick, bitte.  Entschuldigung, aber es 
ist sehr laut. Ein bisschen mehr Ruhe, und zum Reden bitte 
rausgehen, dann können wir die Rednerin besser verstehen.",,
