doc_id,keyword,adjective,lemma,context,context_sentiment,context_score,adj_lower
047461152_20_2019-24_pdf_041_047461152_20_2019-24_pdf_041_0077,asylbewerber,kriminelle,kriminell,"Hessischer Landtag · 20. Wahlperiode · 41. Sitzung · 27. Mai 2020 3149 stützen jeden sinnvollen Vorschlag, der unsere Polizeikräfte entlastet. (Beifall AfD) In diesem Zusammenhang muss allerdings noch einmal klar gesagt werden, dass nicht nur abgelehnte harmlose Asylbewerber transportiert und abgeschoben werden sollen, sondern auch teils gefährliche Kriminelle und auch Personen, deren Reaktionen und Handlungen nicht vorhersehbar sind, aber zu erheblichen Eigen- und Fremdgefährdungen führen können. Entsprechend müssen die Personen, die zukünftig für die Rückführung zuständig sind und eingesetzt werden, ausgebildet und weitergebildet werden, und das nicht nur",negative,0.9737083911895752,kriminelle
047461152_20_2019-24_pdf_041_047461152_20_2019-24_pdf_041_0088,"ausländer,",falsch,falsch,"(Robert Lambrou (AfD): Das ist doch völlig falsch!) Das, was Sie alles über die parlamentarische Demokratie ablassen, ist unerträglich. (Robert Lambrou (AfD): Das weise ich entschieden zurück!) Mal ist es die Presse, mal sind es die Parteien, die Ihnen nicht passen, mal suchen Sie sich Sündenböcke, mal sind es die Ausländer, mal diejenigen, die anders aussehen, mal diejenigen, die eine andere Meinung haben. Sie haben nichts aus der deutschen Geschichte gelernt. (Zuruf Robert Lambrou (AfD))",negative,0.9960436820983888,falsch
047461152_20_2019-24_pdf_046_047461152_20_2019-24_pdf_046_0045,ausländern,kriminellen,kriminell,"beschädigt und neun Geschäfte geplündert. 280 Polizeibeamte mussten zum Einsatz kommen, um die Lage zu beruhigen. 19 Polizisten wurden dabei verletzt und zwölf Streifenwagen beschädigt. Wer waren diese kriminellen Randalierer? Wenn man die vielen im Internet veröffentlichten Handyvideos betrachtet, wird deutlich, dass diese Taten zu einem nicht unerheblichen Teil von Ausländern bzw. Personen mit Migrationshintergrund begangen wurden, (Dr. Frank Grobe (AfD): Aha!) von jungen Männern, die offensichtlich wenig bis gar nicht in unsere Gesellschaft integriert sind. (Beifall AfD) Wahrscheinlich konnte man sogar ihre völlige Integrationsunwilligkeit sehen. Sogar der Schlachtruf der Islamisten, Allahu Akbar, war zu vernehmen. Er war klar in einem",negative,0.9690620303153992,kriminellen
047461152_20_2019-24_pdf_046_047461152_20_2019-24_pdf_046_0045,migrationshintergrund,kriminellen,kriminell,"geplündert. 280 Polizeibeamte mussten zum Einsatz kommen, um die Lage zu beruhigen. 19 Polizisten wurden dabei verletzt und zwölf Streifenwagen beschädigt. Wer waren diese kriminellen Randalierer? Wenn man die vielen im Internet veröffentlichten Handyvideos betrachtet, wird deutlich, dass diese Taten zu einem nicht unerheblichen Teil von Ausländern bzw. Personen mit Migrationshintergrund begangen wurden, (Dr. Frank Grobe (AfD): Aha!) von jungen Männern, die offensichtlich wenig bis gar nicht in unsere Gesellschaft integriert sind. (Beifall AfD) Wahrscheinlich konnte man sogar ihre völlige Integrationsunwilligkeit sehen. Sogar der Schlachtruf der Islamisten, Allahu Akbar, war zu vernehmen. Er war klar in einem Video zu hören, das",negative,0.99590802192688,kriminellen
047461152_20_2019-24_pdf_047_047461152_20_2019-24_pdf_047_0022,ausländerbeiräten,abgelehnt,abgelehnt,"so, als ob das gar keine Rolle spielt. Das sind auch die Bedenken des Rechnungshofs. Sie selbst wollen offenkundig noch weitere Haushalte beschließen. Ganz kleinteilig, das kennen wir ja. Wir hatten einmal einen Antrag eingebracht über 7,5 Milliarden. Den haben Sie einfach abgelehnt. Da ging es darum, dass wir den Ausländerbeiräten beim Kommunalwahlkampf helfen wollten. Das waren 7,5 Milliarden Promillecent, also 7.500 . Das war in dem Haushalt nicht darstellbar. 7.500   das haben Sie einfach abgelehnt. Daran sehen Sie die Beziehung zwischen Oppositions- und Regierungsfraktionen im normalen Miteinander. Sie haben 2.500  für ganz Hessen. Das ist die Bombe.",negative,0.9962910413742064,abgelehnt
047461152_20_2019-24_pdf_047_047461152_20_2019-24_pdf_047_0022,ausländerbeiräten,abgelehnt,abgelehnt,"so, als ob das gar keine Rolle spielt. Das sind auch die Bedenken des Rechnungshofs. Sie selbst wollen offenkundig noch weitere Haushalte beschließen. Ganz kleinteilig, das kennen wir ja. Wir hatten einmal einen Antrag eingebracht über 7,5 Milliarden. Den haben Sie einfach abgelehnt. Da ging es darum, dass wir den Ausländerbeiräten beim Kommunalwahlkampf helfen wollten. Das waren 7,5 Milliarden Promillecent, also 7.500 . Das war in dem Haushalt nicht darstellbar. 7.500   das haben Sie einfach abgelehnt. Daran sehen Sie die Beziehung zwischen Oppositions- und Regierungsfraktionen im normalen Miteinander. Sie haben 2.500  für ganz Hessen. Das ist die Bombe.",negative,0.9962910413742064,abgelehnt
047461152_20_2019-24_pdf_047_047461152_20_2019-24_pdf_047_0038,"eu-ausländer,",arbeitslos,arbeitslos,"die trotz Versicherungspflicht eben keine Versicherung haben und irgendwie durchs Raster gefallen sind. Andere Schätzungen gehen sogar von zehnmal so vielen aus. Das ist eigentlich auch nachvollziehbar; denn allein die Gruppe der rund 500.000 Menschen ohne legalen Aufenthaltsstatus ist im Statistischen Bundesamt nicht erfasst. Eine weitere große Gruppe Betroffener sind EU-Ausländer, die zum Arbeiten hierhergekommen sind und hier dann arbeitslos geworden und womöglich in der Obdachlosigkeit geendet sind. Oder aber auch die, die hier unter prekären Bedingungen arbeiten. So gibt es viele Medienberichte von Werksvertragsarbeiterinnen und -arbeitern, wie im Beispiel der Firma Tönnies, die keine Krankenversicherung haben. Das muss man sich",negative,0.9932171702384948,arbeitslos
047461152_20_2019-24_pdf_052_047461152_20_2019-24_pdf_052_0061,geflüchtete,gescheiterte,gescheitert,"ist etwas anderes. Meine Damen und Herren, wir können feststellen: Die AfD ist eine gescheiterte Partei. (Beifall DIE LINKE  Dr. Frank Grobe (AfD): Bitte, was?) Die AfD ist als Anti-Euro-Partei gestartet. Davon ist nicht mehr viel übrig. (Lachen Dr. Frank Grobe (AfD)) Die AfD hat ihre rassistische Hetze gegen Geflüchtete fortgesetzt. Die Mehrheitsgesellschaft hat ein deutliches und überzeugendes Signal dafür gesetzt, wie wir zur Aufnahme von Geflüchteten in diesem Land stehen. Sie sind eine verschwindende Minderheit an dieser Stelle. (Zuruf Robert Lambrou (AfD)) Zum Schluss wollen Sie jetzt, weil Ihnen diese Themen abhandenkommen, der Corona-Welle hinterherlaufen  zu",negative,0.9835487008094788,gescheiterte
047461152_20_2019-24_pdf_055_047461152_20_2019-24_pdf_055_0009,migranten,gewalttätigen,gewalttätig,"betrachtet, muss man leider davon ausgehen, dass die EU genau das wollte. (Beifall DIE LINKE) Allein die bekannten Menschenrechtsverletzungen an den Außengrenzen der Europäischen Union aus diesem Jahr verdeutlichen doch, dass es letztendlich nur noch um Abwehr um jeden Preis geht, ohne Rücksicht auf Verluste. Es kommt zu Schüssen auf Migranten an der griechisch-türkischen Grenze. Es kommt zu gewalttätigen Push-backs auf der Balkanroute. Menschen werden auf dem offenen Meer ausgesetzt. Frau von der Leyen preist Griechenland als Schild der Europäischen Union an und fordert, die Stellung weiterhin zu halten. Was ist das denn anderes, als zur Flucht gezwungenen Menschen zu verdeutlichen,",negative,0.9768126010894777,gewalttätigen
047461152_20_2019-24_pdf_055_047461152_20_2019-24_pdf_055_0009,flucht,gewalttätigen,gewalttätig,"kommt zu Schüssen auf Migranten an der griechisch-türkischen Grenze. Es kommt zu gewalttätigen Push-backs auf der Balkanroute. Menschen werden auf dem offenen Meer ausgesetzt. Frau von der Leyen preist Griechenland als Schild der Europäischen Union an und fordert, die Stellung weiterhin zu halten. Was ist das denn anderes, als zur Flucht gezwungenen Menschen zu verdeutlichen, ihnen das klare Signal zu senden, dass sie unerwünscht sind und nicht kommen sollen? Das alles geschieht, obwohl wir durch Freihandelsabkom men ihr Elend erzeugen, obwohl unsere Rüstungsexporte weiterhin Tod und Schrecken über sie bringen und obwohl ihre Lebensgrundlagen weiterhin durch von deutschem Boden aus gesteuerte",negative,0.9917552471160888,gewalttätigen
047461152_20_2019-24_pdf_055_047461152_20_2019-24_pdf_055_0011,flucht,gefährliche,gefährlich,"Migranten durch Städte und Bundesländer ist keine Lösung, sondern eine gefährliche Variante; (Beifall AfD) denn wer legale Einwanderung will, sollte im ersten Schritt zunächst jegliche illegale Einwanderung unterbinden. Das muss oberste Priorität haben. (Beifall AfD) Nachvollziehbare Regeln, die ausnahmslos umgesetzt werden, sind die einzige Möglichkeit, Menschen in Not zu helfen. Flucht hat Gründe, heißt es im Titel der Aktuellen Stunde der Fraktion DIE LINKE. Das ist richtig: Einer dieser Gründe besteht in der vielfältig kommunizierten Überzeugung von GRÜNEN, LINKEN und Teilen der SPD, sich gegen jede Regulation von Migration nach Deutschland einzusetzen. Diese Überzeugung ist dank Internet und sozialer Medien weit",negative,0.9500856399536132,gefährliche
047461152_20_2019-24_pdf_055_047461152_20_2019-24_pdf_055_0011,flucht,illegale,illegal,"Migranten durch Städte und Bundesländer ist keine Lösung, sondern eine gefährliche Variante; (Beifall AfD) denn wer legale Einwanderung will, sollte im ersten Schritt zunächst jegliche illegale Einwanderung unterbinden. Das muss oberste Priorität haben. (Beifall AfD) Nachvollziehbare Regeln, die ausnahmslos umgesetzt werden, sind die einzige Möglichkeit, Menschen in Not zu helfen. Flucht hat Gründe, heißt es im Titel der Aktuellen Stunde der Fraktion DIE LINKE. Das ist richtig: Einer dieser Gründe besteht in der vielfältig kommunizierten Überzeugung von GRÜNEN, LINKEN und Teilen der SPD, sich gegen jede Regulation von Migration nach Deutschland einzusetzen. Diese Überzeugung ist dank Internet und sozialer Medien weit",negative,0.9500856399536132,illegale
047461152_20_2019-24_pdf_055_047461152_20_2019-24_pdf_055_0011,"migranten,",gefährliche,gefährlich,"könnten einfach nach Deutschland einwandern. Auch darum begeben sich viele Menschen auf die gefährliche Reise über das Mittelmeer, weil sie wissen, sobald sie einen Fuß auf griechische Inseln setzen, können sie de facto bleiben und nach Deutschland weiterreisen. Lassen Sie uns bitte eines nicht vergessen: Rechtlich gesehen, hatten fast alle Migranten, die seit 2015 nach Deutschland kamen, keinen Anspruch, nach Europa einzureisen, und damit auch keinen Anspruch auf Asyl. (Beifall AfD) Es ist einzig der moralische Imperialismus von Spitzenfunktionären der CDU, die sich vom links-grünen Zeitgeist vorantreiben lassen, durch den eine große Menge von Migranten in Hessen angesiedelt werden soll. (Beifall",negative,0.976173222064972,gefährliche
047461152_20_2019-24_pdf_055_047461152_20_2019-24_pdf_055_0086,flüchtlingsrat,falsch,falsch,"maximal 355  von Selbstzahlerinnen und Selbstzahlern erhoben werden. (Felix Martin (BÜNDNIS 90/DIE GRÜNEN): Das ist ja viel weniger als behauptet!  Marcus Bocklet (BÜNDNIS 90/DIE GRÜNEN): Das ist ja ein Ding!) Also genau die Hälfte von dem, was Sie behauptet haben. Das wurde auch in der Anhörung vom Hessischen Flüchtlingsrat so bestätigt. Da haben Sie auch nicht zugehört. An dieser Stelle wollte ich die Gelegenheit nutzen, das festzuhalten. (Beifall BÜNDNIS 90/DIE GRÜNEN  Yanki Pürsün (Freie Demokraten): Weil es falsch dargestellt wird!) Jetzt könnte das Argument kommen  das wäre dann auch richtig, kommt aber nicht , dass auch 355",negative,0.9723425507545472,falsch
047461152_20_2019-24_pdf_055_047461152_20_2019-24_pdf_055_0091,flüchtlinge,falschen,falsch,"90/DIE GRÜNEN): Ich habe es vorgelesen, Herr Kollege!)  Nein, du hast es nicht vorgelesen.  Diese falschen Zitate bekommen auch noch den Applaus der GRÜNEN-Fraktion. Das ist sehr interessant. (Taylan Burcu (BÜNDNIS 90/DIE GRÜNEN): Ich habe das Protokoll vor mir! Sie können es nachlesen, Herr Kollege!) Dir sind die Flüchtlinge vollkommen egal. Du sprichst über eine Satzung, die du selbst mitbeschlossen hast. Wenn du meinen Satz nicht nur gelesen, sondern auch verstanden hättest, dann hättest du mich nicht falsch zitieren können; denn es ging ja um die Satzung, die deine eigene Koalition beschlossen hat. (Beifall Freie Demokraten) Dass du, lieber",negative,0.9550055265426636,falschen
047461152_20_2019-24_pdf_055_047461152_20_2019-24_pdf_055_0091,flüchtlinge,falsch,falsch,"90/DIE GRÜNEN): Ich habe es vorgelesen, Herr Kollege!)  Nein, du hast es nicht vorgelesen.  Diese falschen Zitate bekommen auch noch den Applaus der GRÜNEN-Fraktion. Das ist sehr interessant. (Taylan Burcu (BÜNDNIS 90/DIE GRÜNEN): Ich habe das Protokoll vor mir! Sie können es nachlesen, Herr Kollege!) Dir sind die Flüchtlinge vollkommen egal. Du sprichst über eine Satzung, die du selbst mitbeschlossen hast. Wenn du meinen Satz nicht nur gelesen, sondern auch verstanden hättest, dann hättest du mich nicht falsch zitieren können; denn es ging ja um die Satzung, die deine eigene Koalition beschlossen hat. (Beifall Freie Demokraten) Dass du, lieber",negative,0.9550055265426636,falsch
047461152_20_2019-24_pdf_055_047461152_20_2019-24_pdf_055_0091,flüchtlinge,falschen,falsch,"Burcu, in diesem Haus zum Landesaufnahmegesetz sprichst, ist eine Zumutung. (Beifall Freie Demokraten  Taylan Burcu (BÜNDNIS 90/DIE GRÜNEN): Wenn man erwischt wird, reagiert man mit solchen Methoden! So ist Yanki Pürsün!) Nach dem Landesaufnahmegesetz gibt das Sozialministerium finanzielle Mittel an die Kommunen. Das versetzt die Kommunen in die Lage, Flüchtlinge aufzunehmen und den Sozialverbänden Geld zu zahlen. Die AWO hat diese Mittel missbraucht. In diesem Zusammenhang taucht dein Name auf. Deshalb kannst du dich doch nicht hierhin stellen und zu diesem Gesetzentwurf so einen falschen Kram erzählen. (Beifall Freie Demokraten  Taylan Burcu (BÜNDNIS 90/DIE GRÜNEN): Ich habe aus dem",negative,0.9390624165534972,falschen
047461152_20_2019-24_pdf_058_047461152_20_2019-24_pdf_058_0089,migranten,falsch,falsch,"auf die Beine kommen und damit freier und unabhängiger Teil unserer demokratischen Gesellschaft werden können. Dieses Landesaufnahmegesetz erreicht exakt diesen Punkt bei jenen nicht  was wir aus den Anhörungen nun wahrhaftig deutlich gehört haben , die aber genau diese Freiheit hier in Deutschland gesucht haben. Wenn Sie sich mit Migranten unterhalten, werden Sie genau das auch erfahren. (Beifall AfD) Ein großer Teil dieser Menschen ist mehr als nur frustriert über Ihre politische Arbeit. Da muss Ihnen doch aufgehen, dass Sie etwas falsch machen. So hat auch die deutliche und zudem vernichtende Kritik in den Anhörungen dies ganz deutlich bestätigt. Aber,",negative,0.9948790073394777,falsch
047461152_20_2019-24_pdf_059_047461152_20_2019-24_pdf_059_0050,migrationshintergrund,kriminelle,kriminell,"ignorieren. (Zurufe  Glockenzeichen) Gerade die wiederholten Ausschreitungen in Frankfurt zeigen das bestehende Gefahrenpotenzial. Diese Personen sind alles andere als harmlose Nachtschwärmer einer Party- und Eventszene. (Beifall AfD) Das sind Kriminelle und Chaoten, die den deutschen Staat mit seinem Gewaltmonopol ablehnen. Dass ein erheblicher Teil dieser Personen junge Männer mit Migrationshintergrund sind, ist mittlerweile belegt. Fakt ist auch, dass sich diese Personen vermehrt gewalttätig gegen polizeiliche Maßnahmen auflehnen. Das beweisen auch die knapp 1.500 Ermittlungsverfahren wegen Angriffs auf oder Widerstand gegen Vollstreckungsbeamte, die bis Mitte dieses Jahres in Hessen eingeleitet wurden. Diese Entwicklung muss gestoppt, die Ordnung wiederhergestellt und die Gesetze",negative,0.9950165152549744,kriminelle
047461152_20_2019-24_pdf_059_047461152_20_2019-24_pdf_059_0050,migrationshintergrund,gewalttätig,gewalttätig,"ignorieren. (Zurufe  Glockenzeichen) Gerade die wiederholten Ausschreitungen in Frankfurt zeigen das bestehende Gefahrenpotenzial. Diese Personen sind alles andere als harmlose Nachtschwärmer einer Party- und Eventszene. (Beifall AfD) Das sind Kriminelle und Chaoten, die den deutschen Staat mit seinem Gewaltmonopol ablehnen. Dass ein erheblicher Teil dieser Personen junge Männer mit Migrationshintergrund sind, ist mittlerweile belegt. Fakt ist auch, dass sich diese Personen vermehrt gewalttätig gegen polizeiliche Maßnahmen auflehnen. Das beweisen auch die knapp 1.500 Ermittlungsverfahren wegen Angriffs auf oder Widerstand gegen Vollstreckungsbeamte, die bis Mitte dieses Jahres in Hessen eingeleitet wurden. Diese Entwicklung muss gestoppt, die Ordnung wiederhergestellt und die Gesetze",negative,0.9950165152549744,gewalttätig
047461152_20_2019-24_pdf_059_047461152_20_2019-24_pdf_059_0065,"asylpolitik,",falsche,falsch,"unattraktiver werden lassen, sowie eine stetig steigende Steuerlast, die den Familien das Geld immer knapper werden lässt, und die Vernachlässigung des sozialen Wohnungsbaus sind politische Fehler und damit weitere Gründe für Obdachlosigkeit, die eigentlich schon längst von den Parlamenten hätten beseitigt werden können, sowie nicht zuletzt die seit 2015 angewandte Asylpolitik, die immerhin mehr als die Hälfte der Wohnungslosen in Deutschland mit verursacht hat. (Beifall AfD) Allein schon die Senkung der Grunderwerbsteuer wäre ein Schritt in die richtige Richtung. In Hessen hat Schwarz- Grün den Steuersatz aber von 5 auf 6 % erhöht  ein Schritt in die falsche Richtung. (Beifall",negative,0.8293983340263367,falsche
047461152_20_2019-24_pdf_059_047461152_20_2019-24_pdf_059_0090,flüchtlinge.,arbeitslose,arbeitslos,"damit meinen, ist Sozialabbau und eine unternehmerfreundliche Umverteilung. Sie wollen eine verschärfte völkisch orientierte, neoliberale Wirtschaftspolitik propagieren, mehr Markt und weniger Staat. Sie setzen dabei auf die Ausgrenzung derer, die in Ihren Augen nichts leisten. Das können Arbeitslose sein oder, wie Sie es in Ihren Wahlprogrammen formulieren, Sozialschmarotzer oder auch Flüchtlinge. (Dr. Frank Grobe (AfD): Was?) Das machen wir nicht mit. Dem stellen wir uns deutlich entgegen. (Dr. Frank Grobe (AfD): Das ist nicht die Wahrheit!)  Das ist Ihr Programm.",negative,0.8042672276496887,arbeitslose
047461152_20_2019-24_pdf_060_047461152_20_2019-24_pdf_060_0042,flüchtlingsunterkünften.,fremde,fremd,"Eltern abhängen. Es muss doch eine Möglichkeit geben, dass alle Schülerinnen und Schüler in der Schule den bestmöglichen Zugang zu Bildung haben und dass die soziale Herkunft nicht über den Bildungserfolg eines Kindes entscheidet. (Beifall DIE LINKE) Herr Ministerpräsident, auf völliges Unverständnis stößt bei uns auch der Umgang mit den Flüchtlingsunterkünften. Durch die enorm dichte Belegung, bei der sich oft ganze Familien oder sogar völlig Fremde einen Raum teilen, haben sich in den letzten Monaten leider immer wieder Hotspots entwickelt. Massenquarantäne war die Folge. Trotzdem hat die Landesregierung alle Appelle von Wohlfahrtsverbänden und Flüchtlingsinitiativen ignoriert und keinerlei Maßnahmen ergriffen, um die",negative,0.9536353945732116,fremde
047461152_20_2019-24_pdf_060_047461152_20_2019-24_pdf_060_0042,flüchtlingsinitiativen,fremde,fremd,"bei uns auch der Umgang mit den Flüchtlingsunterkünften. Durch die enorm dichte Belegung, bei der sich oft ganze Familien oder sogar völlig Fremde einen Raum teilen, haben sich in den letzten Monaten leider immer wieder Hotspots entwickelt. Massenquarantäne war die Folge. Trotzdem hat die Landesregierung alle Appelle von Wohlfahrtsverbänden und Flüchtlingsinitiativen ignoriert und keinerlei Maßnahmen ergriffen, um die gesundheitsgefährdende Situation für die dort untergebrachten oder arbeitenden Menschen zu entschärfen, obwohl leer stehende Jugendherbergen explizit ihre Hilfe angeboten haben. (Zuruf SPD: Ja, und das wird auch wahrgenommen!  Weiterer Zuruf: Es war gerade einmal eine Jugendherberge! Wie viele gibt es denn in",negative,0.9850807785987854,fremde
047461152_20_2019-24_pdf_060_047461152_20_2019-24_pdf_060_0075,migranten,gefährlich,gefährlich,"genannt. Ich finde, diese unsägliche Gleichsetzung von rechts und links, die immer wieder passiert, muss aufhören; denn sie ist dumm, und sie ist vor dem Hintergrund der deutschen Geschichte gefährlich. (Beifall DIE LINKE) Wir müssen doch die geistigen Brandstifter benennen. Wer von Kopftuchmädchen, Messermännern und sonstigen Taugenichtsen spricht, wer Muslime, Migranten und Geflüchtete diffamiert, die deutsche Geschichte relativiert und rassistische Parolen verbreitet, bereitet den Nährboden für rechte Gewalt. Umso wichtiger ist eine klare Abgrenzung, eine Brandmauer gegen rechts. Es war im Februar dieses Jahres, als in Thüringen ein Ministerpräsident mit den Stimmen von CDU, FDP und AfD gewählt wurde. Und jetzt",negative,0.9956898093223572,gefährlich
047461152_20_2019-24_pdf_060_047461152_20_2019-24_pdf_060_0075,geflüchtete,gefährlich,gefährlich,"finde, diese unsägliche Gleichsetzung von rechts und links, die immer wieder passiert, muss aufhören; denn sie ist dumm, und sie ist vor dem Hintergrund der deutschen Geschichte gefährlich. (Beifall DIE LINKE) Wir müssen doch die geistigen Brandstifter benennen. Wer von Kopftuchmädchen, Messermännern und sonstigen Taugenichtsen spricht, wer Muslime, Migranten und Geflüchtete diffamiert, die deutsche Geschichte relativiert und rassistische Parolen verbreitet, bereitet den Nährboden für rechte Gewalt. Umso wichtiger ist eine klare Abgrenzung, eine Brandmauer gegen rechts. Es war im Februar dieses Jahres, als in Thüringen ein Ministerpräsident mit den Stimmen von CDU, FDP und AfD gewählt wurde. Und jetzt folgt in",negative,0.996387243270874,gefährlich
047461152_20_2019-24_pdf_061_047461152_20_2019-24_pdf_061_0021,ausländerzentralregister,abgelehnt,abgelehnt,"abgelehnt. (Beifall Andreas Lichert (AfD)) Nehmen Sie zur Kenntnis: Laut dem Migrationsbericht der Bundesregierung aus dem Jahr 2019 hielten sich insgesamt 249.922 ausreisepflichtige Ausländer in Deutschland auf. Die Gesamtzahl der Abschiebungen aus Deutschland belief sich dagegen im Jahr 2019 auf lediglich 22.097. Mit Stand 31. Dezember 2019 lebten nach dem Ausländerzentralregister insgesamt 12.956 ausreisepflichtige Personen in Hessen. Sechs Monate später  Stand 30. Juni 2020  waren schon 14.631 Personen ausreisepflichtig. 11.171 von diesen Personen habe eine Duldung, und 3.460 sind ohne Duldung hier. Ausländer ohne Duldung sind vollziehbar ausreisepflichtig. Sie müssen die Bundesrepublik sofort verlassen. (Beifall AfD) Die Realität sieht",negative,0.98574697971344,abgelehnt
047461152_20_2019-24_pdf_061_047461152_20_2019-24_pdf_061_0021,ausländerzentralregister,ausreisepflichtige,ausreisepflichtig,"abgelehnt. (Beifall Andreas Lichert (AfD)) Nehmen Sie zur Kenntnis: Laut dem Migrationsbericht der Bundesregierung aus dem Jahr 2019 hielten sich insgesamt 249.922 ausreisepflichtige Ausländer in Deutschland auf. Die Gesamtzahl der Abschiebungen aus Deutschland belief sich dagegen im Jahr 2019 auf lediglich 22.097. Mit Stand 31. Dezember 2019 lebten nach dem Ausländerzentralregister insgesamt 12.956 ausreisepflichtige Personen in Hessen. Sechs Monate später  Stand 30. Juni 2020  waren schon 14.631 Personen ausreisepflichtig. 11.171 von diesen Personen habe eine Duldung, und 3.460 sind ohne Duldung hier. Ausländer ohne Duldung sind vollziehbar ausreisepflichtig. Sie müssen die Bundesrepublik sofort verlassen. (Beifall AfD) Die Realität sieht",negative,0.98574697971344,ausreisepflichtige
047461152_20_2019-24_pdf_061_047461152_20_2019-24_pdf_061_0021,ausländerzentralregister,ausreisepflichtige,ausreisepflichtig,"abgelehnt. (Beifall Andreas Lichert (AfD)) Nehmen Sie zur Kenntnis: Laut dem Migrationsbericht der Bundesregierung aus dem Jahr 2019 hielten sich insgesamt 249.922 ausreisepflichtige Ausländer in Deutschland auf. Die Gesamtzahl der Abschiebungen aus Deutschland belief sich dagegen im Jahr 2019 auf lediglich 22.097. Mit Stand 31. Dezember 2019 lebten nach dem Ausländerzentralregister insgesamt 12.956 ausreisepflichtige Personen in Hessen. Sechs Monate später  Stand 30. Juni 2020  waren schon 14.631 Personen ausreisepflichtig. 11.171 von diesen Personen habe eine Duldung, und 3.460 sind ohne Duldung hier. Ausländer ohne Duldung sind vollziehbar ausreisepflichtig. Sie müssen die Bundesrepublik sofort verlassen. (Beifall AfD) Die Realität sieht",negative,0.98574697971344,ausreisepflichtige
047461152_20_2019-24_pdf_061_047461152_20_2019-24_pdf_061_0021,ausländerzentralregister,ausreisepflichtig,ausreisepflichtig,"abgelehnt. (Beifall Andreas Lichert (AfD)) Nehmen Sie zur Kenntnis: Laut dem Migrationsbericht der Bundesregierung aus dem Jahr 2019 hielten sich insgesamt 249.922 ausreisepflichtige Ausländer in Deutschland auf. Die Gesamtzahl der Abschiebungen aus Deutschland belief sich dagegen im Jahr 2019 auf lediglich 22.097. Mit Stand 31. Dezember 2019 lebten nach dem Ausländerzentralregister insgesamt 12.956 ausreisepflichtige Personen in Hessen. Sechs Monate später  Stand 30. Juni 2020  waren schon 14.631 Personen ausreisepflichtig. 11.171 von diesen Personen habe eine Duldung, und 3.460 sind ohne Duldung hier. Ausländer ohne Duldung sind vollziehbar ausreisepflichtig. Sie müssen die Bundesrepublik sofort verlassen. (Beifall AfD) Die Realität sieht",negative,0.98574697971344,ausreisepflichtig
047461152_20_2019-24_pdf_061_047461152_20_2019-24_pdf_061_0021,ausländerzentralregister,ausreisepflichtig,ausreisepflichtig,"abgelehnt. (Beifall Andreas Lichert (AfD)) Nehmen Sie zur Kenntnis: Laut dem Migrationsbericht der Bundesregierung aus dem Jahr 2019 hielten sich insgesamt 249.922 ausreisepflichtige Ausländer in Deutschland auf. Die Gesamtzahl der Abschiebungen aus Deutschland belief sich dagegen im Jahr 2019 auf lediglich 22.097. Mit Stand 31. Dezember 2019 lebten nach dem Ausländerzentralregister insgesamt 12.956 ausreisepflichtige Personen in Hessen. Sechs Monate später  Stand 30. Juni 2020  waren schon 14.631 Personen ausreisepflichtig. 11.171 von diesen Personen habe eine Duldung, und 3.460 sind ohne Duldung hier. Ausländer ohne Duldung sind vollziehbar ausreisepflichtig. Sie müssen die Bundesrepublik sofort verlassen. (Beifall AfD) Die Realität sieht",negative,0.98574697971344,ausreisepflichtig
047461152_20_2019-24_pdf_061_047461152_20_2019-24_pdf_061_0021,ausländer,ausreisepflichtige,ausreisepflichtig,"sich dagegen im Jahr 2019 auf lediglich 22.097. Mit Stand 31. Dezember 2019 lebten nach dem Ausländerzentralregister insgesamt 12.956 ausreisepflichtige Personen in Hessen. Sechs Monate später  Stand 30. Juni 2020  waren schon 14.631 Personen ausreisepflichtig. 11.171 von diesen Personen habe eine Duldung, und 3.460 sind ohne Duldung hier. Ausländer ohne Duldung sind vollziehbar ausreisepflichtig. Sie müssen die Bundesrepublik sofort verlassen. (Beifall AfD) Die Realität sieht jedoch ganz anders aus. Die Rückführung von vollziehbar ausreisepflichtigen Personen scheitert häufig. Einer der Hauptgründe: Die Personen sind für die Behörden nicht greifbar, weil sie kurz vor der Abschiebung untertauchen. Um das zu verhindern,",negative,0.9924306273460388,ausreisepflichtige
047461152_20_2019-24_pdf_061_047461152_20_2019-24_pdf_061_0021,ausländer,ausreisepflichtig,ausreisepflichtig,"sich dagegen im Jahr 2019 auf lediglich 22.097. Mit Stand 31. Dezember 2019 lebten nach dem Ausländerzentralregister insgesamt 12.956 ausreisepflichtige Personen in Hessen. Sechs Monate später  Stand 30. Juni 2020  waren schon 14.631 Personen ausreisepflichtig. 11.171 von diesen Personen habe eine Duldung, und 3.460 sind ohne Duldung hier. Ausländer ohne Duldung sind vollziehbar ausreisepflichtig. Sie müssen die Bundesrepublik sofort verlassen. (Beifall AfD) Die Realität sieht jedoch ganz anders aus. Die Rückführung von vollziehbar ausreisepflichtigen Personen scheitert häufig. Einer der Hauptgründe: Die Personen sind für die Behörden nicht greifbar, weil sie kurz vor der Abschiebung untertauchen. Um das zu verhindern,",negative,0.9924306273460388,ausreisepflichtig
